,Rnk,Rider,Team,Age,Pnt,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking,Year,Month,Day
124879,73.00,594.00,105.00,29.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
124880,92.00,594.00,105.00,29.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
124881,31.00,594.00,105.00,29.00,,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
124882,24.00,594.00,105.00,29.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
124883,19.00,594.00,105.00,29.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
124884,10.00,594.00,105.00,29.00,1,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
124885,2.00,594.00,105.00,29.00,4,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
124886,14.00,594.00,105.00,29.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
124887,7.00,594.00,105.00,29.00,,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
124888,4.00,594.00,105.00,29.00,6,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
124889,52.00,594.00,105.00,29.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
124890,3.00,594.00,105.00,29.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
124891,2.00,594.00,105.00,29.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
124892,48.00,594.00,105.00,29.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
124893,84.00,594.00,105.00,29.00,,6.00,20.00,7/22/2017,47.79 km/h,23.00,22.5 km,1,2017,7,22
124894,68.00,594.00,105.00,29.00,,6.00,21.00,7/23/2017,43.25 km/h,0.00,105 km,1,2017,7,23
124895,72.00,594.00,105.00,29.00,190,6.00,-1.00,7/23/2017,40.997 km/h,0.00,0 km,1,2017,7,23
124896,20.00,594.00,105.00,29.00,,8.00,2.00,8/20/2017,44.18 km/h,0.00,203.4 km,16,2017,8,20
124897,28.00,594.00,105.00,29.00,,8.00,3.00,8/21/2017,39.4 km/h,191.00,158.5 km,16,2017,8,21
124898,90.00,594.00,105.00,29.00,,8.00,4.00,8/22/2017,41.88 km/h,11.00,198.2 km,16,2017,8,22
124899,16.00,594.00,105.00,29.00,,8.00,5.00,8/23/2017,35.71 km/h,156.00,157.7 km,16,2017,8,23
124900,18.00,594.00,105.00,29.00,,8.00,6.00,8/24/2017,42.73 km/h,86.00,204.4 km,16,2017,8,24
124901,48.00,594.00,105.00,29.00,,8.00,7.00,8/25/2017,43.8 km/h,36.00,207 km,16,2017,8,25
124902,15.00,594.00,105.00,29.00,,8.00,8.00,8/26/2017,43.07 km/h,116.00,199.5 km,16,2017,8,26
124903,13.00,594.00,105.00,29.00,,8.00,9.00,8/27/2017,42.23 km/h,121.00,174 km,16,2017,8,27
124904,18.00,594.00,105.00,29.00,,8.00,10.00,8/29/2017,46 km/h,95.00,164.8 km,16,2017,8,29
124905,22.00,594.00,105.00,29.00,,8.00,11.00,8/30/2017,36.87 km/h,244.00,187.5 km,16,2017,8,30
124906,12.00,594.00,105.00,29.00,,8.00,12.00,8/31/2017,40.57 km/h,145.00,160.1 km,16,2017,8,31
124907,17.00,594.00,105.00,29.00,,8.00,13.00,9/1/2017,44.88 km/h,11.00,198.4 km,16,2017,9,1
124908,16.00,594.00,105.00,29.00,,8.00,14.00,9/2/2017,37.21 km/h,230.00,175 km,16,2017,9,2
124909,27.00,594.00,105.00,29.00,,8.00,15.00,9/3/2017,36.14 km/h,348.00,129.4 km,16,2017,9,3
124910,73.00,594.00,105.00,29.00,,8.00,16.00,9/5/2017,51.32 km/h,5.00,40.2 km,16,2017,9,5
124911,21.00,594.00,105.00,29.00,,8.00,17.00,9/6/2017,37.49 km/h,266.00,180.5 km,16,2017,9,6
124912,87.00,594.00,105.00,29.00,,8.00,18.00,9/7/2017,40.62 km/h,128.00,169 km,16,2017,9,7
124913,11.00,594.00,105.00,29.00,,8.00,19.00,9/8/2017,41.63 km/h,99.00,149.7 km,16,2017,9,8
124914,165.00,594.00,105.00,29.00,,8.00,20.00,9/9/2017,33.33 km/h,511.00,117.5 km,16,2017,9,9
124915,86.00,594.00,105.00,29.00,20,8.00,-1.00,9/10/2017,-,0.00,0 km,16,2017,9,10
124916,136.00,594.00,105.00,29.00,,8.00,21.00,9/10/2017,37.85 km/h,1.00,117.6 km,16,2017,9,10
124917,154.00,594.00,105.00,29.00,,9.00,0.00,10/7/2017,39.47 km/h,174.00,247 km,4,2017,10,7
125400,60.00,596.00,28.00,30.00,,22.00,1.00,2/23/2017,40.92 km/h,0.00,189 km,20,2017,2,23
125401,16.00,596.00,28.00,30.00,,22.00,2.00,2/24/2017,44.1 km/h,0.00,153 km,20,2017,2,24
125402,26.00,596.00,28.00,30.00,,22.00,3.00,2/25/2017,40.71 km/h,120.00,186 km,20,2017,2,25
125403,22.00,596.00,28.00,30.00,,22.00,4.00,2/26/2017,46.86 km/h,0.00,143 km,20,2017,2,26
125404,32.00,596.00,28.00,30.00,7,22.00,-1.00,2/26/2017,-,0.00,0 km,20,2017,2,26
125405,19.00,596.00,28.00,30.00,,54.00,0.00,3/4/2017,37.14 km/h,0.00,175 km,26,2017,3,4
125406,17.00,596.00,28.00,30.00,,33.00,2.00,3/9/2017,39.06 km/h,84.00,229 km,10,2017,3,9
125407,23.00,596.00,28.00,30.00,,33.00,3.00,3/10/2017,41.92 km/h,0.00,204 km,10,2017,3,10
125408,13.00,596.00,28.00,30.00,,33.00,4.00,3/11/2017,31.34 km/h,273.00,171 km,10,2017,3,11
125409,17.00,596.00,28.00,30.00,,33.00,5.00,3/12/2017,41.79 km/h,94.00,209 km,10,2017,3,12
125410,6.00,596.00,28.00,30.00,,33.00,6.00,3/13/2017,40.4 km/h,0.00,168 km,10,2017,3,13
125411,10.00,596.00,28.00,30.00,,66.00,1.00,4/3/2017,40.86 km/h,26.00,153.3 km,24,2017,4,3
125412,22.00,596.00,28.00,30.00,,66.00,2.00,4/4/2017,37.78 km/h,32.00,173.4 km,24,2017,4,4
125413,22.00,596.00,28.00,30.00,,66.00,3.00,4/5/2017,41.08 km/h,219.00,160.5 km,24,2017,4,5
125414,26.00,596.00,28.00,30.00,,66.00,4.00,4/6/2017,39.6 km/h,65.00,174.1 km,24,2017,4,6
125415,58.00,596.00,28.00,30.00,,66.00,5.00,4/7/2017,40.61 km/h,237.00,139.8 km,24,2017,4,7
125416,0.00,596.00,28.00,30.00,,66.00,6.00,4/8/2017,46.21 km/h,0.00,27.7 km,24,2017,4,8
125417,0.00,596.00,28.00,30.00,5,66.00,-1.00,4/8/2017,-,0.00,0 km,24,2017,4,8
125418,35.00,596.00,28.00,30.00,5,14.00,0.00,4/16/2017,39.98 km/h,0.00,261 km,10,2017,4,16
125419,85.00,596.00,28.00,30.00,5,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
125420,17.00,596.00,28.00,30.00,13,16.00,0.00,4/23/2017,40.27 km/h,0.00,258 km,9,2017,4,23
125421,102.00,596.00,28.00,30.00,,18.00,1.00,4/26/2017,38.06 km/h,0.00,173.3 km,37,2017,4,26
125422,22.00,596.00,28.00,30.00,,18.00,2.00,4/27/2017,38.26 km/h,65.00,136 km,37,2017,4,27
125423,0.00,596.00,28.00,30.00,,18.00,3.00,4/28/2017,41.91 km/h,0.00,187 km,37,2017,4,28
125424,29.00,596.00,28.00,30.00,,18.00,4.00,4/29/2017,39.23 km/h,158.00,163.5 km,37,2017,4,29
125425,38.00,596.00,28.00,30.00,,18.00,5.00,4/30/2017,43.98 km/h,0.00,18.3 km,37,2017,4,30
125426,14.00,596.00,28.00,30.00,5,18.00,-1.00,4/30/2017,-,0.00,0 km,37,2017,4,30
125427,20.00,596.00,28.00,31.00,,5.00,1.00,6/4/2017,39.68 km/h,131.00,170 km,6,2017,6,4
125428,0.00,596.00,28.00,31.00,,5.00,2.00,6/5/2017,40.41 km/h,0.00,171 km,6,2017,6,5
125429,44.00,596.00,28.00,31.00,,5.00,3.00,6/6/2017,44.86 km/h,0.00,184 km,6,2017,6,6
125430,50.00,596.00,28.00,31.00,,5.00,4.00,6/7/2017,50.15 km/h,0.00,23.5 km,6,2017,6,7
125431,54.00,596.00,28.00,31.00,,5.00,5.00,6/8/2017,42.94 km/h,0.00,175 km,6,2017,6,8
125432,18.00,596.00,28.00,31.00,,5.00,6.00,6/9/2017,39.36 km/h,285.00,145.5 km,6,2017,6,9
125433,44.00,596.00,28.00,31.00,,5.00,7.00,6/10/2017,35.39 km/h,0.00,167.5 km,6,2017,6,10
125434,63.00,596.00,28.00,31.00,7,5.00,-1.00,6/11/2017,-,0.00,0 km,6,2017,6,11
125435,33.00,596.00,28.00,31.00,,5.00,8.00,6/11/2017,33.44 km/h,389.00,115 km,6,2017,6,11
125436,126.00,596.00,28.00,31.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
125437,72.00,596.00,28.00,31.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
125438,27.00,596.00,28.00,31.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
125439,20.00,596.00,28.00,31.00,,6.00,4.00,7/4/2017,42.36 km/h,10.00,207.5 km,1,2017,7,4
125440,64.00,596.00,28.00,31.00,,6.00,5.00,7/5/2017,42.97 km/h,141.00,160.5 km,1,2017,7,5
125441,49.00,596.00,28.00,31.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
125442,16.00,596.00,28.00,31.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
125443,71.00,596.00,28.00,31.00,32,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
125444,35.00,596.00,28.00,31.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
125445,40.00,596.00,28.00,31.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
125446,63.00,596.00,28.00,31.00,,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
125447,78.00,596.00,28.00,31.00,,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
125448,48.00,596.00,28.00,31.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
125449,89.00,596.00,28.00,31.00,,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
125450,51.00,596.00,28.00,31.00,,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
125451,40.00,596.00,28.00,31.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
125452,28.00,596.00,28.00,31.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
125453,26.00,596.00,28.00,31.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
125454,78.00,596.00,28.00,31.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
125455,59.00,596.00,28.00,31.00,,6.00,20.00,7/22/2017,47.79 km/h,23.00,22.5 km,1,2017,7,22
125456,25.00,596.00,28.00,31.00,80,6.00,-1.00,7/23/2017,40.997 km/h,0.00,0 km,1,2017,7,23
125457,46.00,596.00,28.00,31.00,,6.00,21.00,7/23/2017,43.25 km/h,0.00,105 km,1,2017,7,23
125458,34.00,596.00,28.00,31.00,5,24.00,0.00,7/29/2017,39.28 km/h,0.00,231 km,24,2017,7,29
125459,35.00,596.00,28.00,31.00,5,49.00,0.00,9/8/2017,40.25 km/h,0.00,201.6 km,18,2017,9,8
125460,32.00,596.00,28.00,31.00,8,50.00,0.00,9/10/2017,38.27 km/h,0.00,205.7 km,18,2017,9,10
125461,5.00,596.00,28.00,31.00,8,9.00,0.00,10/7/2017,39.47 km/h,174.00,247 km,4,2017,10,7
125755,171.00,600.00,42.00,27.00,40,54.00,0.00,3/4/2017,37.14 km/h,0.00,175 km,26,2017,3,4
125756,123.00,600.00,42.00,27.00,,33.00,2.00,3/9/2017,39.06 km/h,84.00,229 km,10,2017,3,9
125757,99.00,600.00,42.00,27.00,,33.00,3.00,3/10/2017,41.92 km/h,0.00,204 km,10,2017,3,10
125758,7.00,600.00,42.00,27.00,,33.00,4.00,3/11/2017,31.34 km/h,273.00,171 km,10,2017,3,11
125759,154.00,600.00,42.00,27.00,,33.00,5.00,3/12/2017,41.79 km/h,94.00,209 km,10,2017,3,12
125760,129.00,600.00,42.00,27.00,4,33.00,6.00,3/13/2017,40.4 km/h,0.00,168 km,10,2017,3,13
125761,163.00,600.00,42.00,27.00,,33.00,7.00,3/14/2017,53.36 km/h,0.00,10.05 km,10,2017,3,14
125762,151.00,600.00,42.00,27.00,5,33.00,-1.00,3/14/2017,-,0.00,0 km,10,2017,3,14
125763,115.00,600.00,42.00,27.00,5,32.00,0.00,3/18/2017,40.73 km/h,0.00,291 km,9,2017,3,18
125764,105.00,600.00,42.00,27.00,5,Record_Bank_20,0.00,3/24/2017,42.9 km/h,0.00,206.1 km,28,2017,3,24
125765,128.00,600.00,42.00,27.00,6,43.00,0.00,3/26/2017,44.06 km/h,0.00,249 km,23,2017,3,26
125766,110.00,600.00,42.00,27.00,28,3.00,0.00,4/2/2017,40.65 km/h,0.00,260 km,20,2017,4,2
125767,23.00,600.00,42.00,27.00,5,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
125768,99.00,600.00,42.00,27.00,,45.00,1.00,5/14/2017,44.55 km/h,0.00,167.5 km,50,2017,5,14
125769,109.00,600.00,42.00,27.00,,45.00,2.00,5/15/2017,38.34 km/h,0.00,143 km,50,2017,5,15
125770,73.00,600.00,42.00,27.00,,45.00,3.00,5/16/2017,38.13 km/h,0.00,186.5 km,50,2017,5,16
125771,139.00,600.00,42.00,27.00,,45.00,4.00,5/17/2017,43.13 km/h,0.00,159.5 km,50,2017,5,17
125772,116.00,600.00,42.00,27.00,,45.00,5.00,5/18/2017,33.73 km/h,0.00,125.5 km,50,2017,5,18
125773,10.00,600.00,42.00,27.00,,45.00,6.00,5/19/2017,50.62 km/h,0.00,24 km,50,2017,5,19
125774,73.00,600.00,42.00,27.00,3,45.00,-1.00,5/20/2017,-,0.00,0 km,50,2017,5,20
125775,54.00,600.00,42.00,27.00,,45.00,7.00,5/20/2017,47.63 km/h,0.00,125 km,50,2017,5,20
125776,82.00,600.00,42.00,27.00,,5.00,1.00,6/4/2017,39.68 km/h,131.00,170 km,6,2017,6,4
125777,82.00,600.00,42.00,27.00,,5.00,2.00,6/5/2017,40.41 km/h,0.00,171 km,6,2017,6,5
125778,7.00,600.00,42.00,27.00,,5.00,3.00,6/6/2017,44.86 km/h,0.00,184 km,6,2017,6,6
125779,105.00,600.00,42.00,27.00,,5.00,4.00,6/7/2017,50.15 km/h,0.00,23.5 km,6,2017,6,7
125780,58.00,600.00,42.00,27.00,,5.00,5.00,6/8/2017,42.94 km/h,0.00,175 km,6,2017,6,8
125781,170.00,600.00,42.00,27.00,,5.00,6.00,6/9/2017,39.36 km/h,285.00,145.5 km,6,2017,6,9
125782,30.00,600.00,42.00,27.00,,5.00,7.00,6/10/2017,35.39 km/h,0.00,167.5 km,6,2017,6,10
125783,29.00,600.00,42.00,27.00,,5.00,8.00,6/11/2017,33.44 km/h,389.00,115 km,6,2017,6,11
125784,16.00,600.00,42.00,27.00,5,5.00,-1.00,6/11/2017,-,0.00,0 km,6,2017,6,11
125785,53.00,600.00,42.00,27.00,,6.00,1.00,7/1/2017,52.28 km/h,0.00,14 km,1,2017,7,1
125786,75.00,600.00,42.00,27.00,,6.00,2.00,7/2/2017,44.06 km/h,16.00,203.5 km,1,2017,7,2
125787,23.00,600.00,42.00,27.00,,6.00,3.00,7/3/2017,41.49 km/h,34.00,212.5 km,1,2017,7,3
125788,50.00,600.00,42.00,27.00,,6.00,4.00,7/4/2017,42.36 km/h,10.00,207.5 km,1,2017,7,4
125789,50.00,600.00,42.00,27.00,,6.00,5.00,7/5/2017,42.97 km/h,141.00,160.5 km,1,2017,7,5
125790,41.00,600.00,42.00,27.00,,6.00,6.00,7/6/2017,42.41 km/h,13.00,216 km,1,2017,7,6
125791,71.00,600.00,42.00,27.00,,6.00,7.00,7/7/2017,42.24 km/h,12.00,213.5 km,1,2017,7,7
125792,31.00,600.00,42.00,27.00,,6.00,8.00,7/8/2017,41.59 km/h,168.00,187.5 km,1,2017,7,8
125793,64.00,600.00,42.00,27.00,,6.00,9.00,7/9/2017,35.43 km/h,280.00,181.5 km,1,2017,7,9
125794,89.00,600.00,42.00,27.00,,6.00,10.00,7/11/2017,44.32 km/h,8.00,178 km,1,2017,7,11
125795,130.00,600.00,42.00,27.00,,6.00,11.00,7/12/2017,44.49 km/h,5.00,203.5 km,1,2017,7,12
125796,74.00,600.00,42.00,27.00,,6.00,12.00,7/13/2017,36.81 km/h,334.00,214.5 km,1,2017,7,13
125797,112.00,600.00,42.00,27.00,,6.00,13.00,7/14/2017,38.73 km/h,233.00,101 km,1,2017,7,14
125798,109.00,600.00,42.00,27.00,,6.00,14.00,7/15/2017,41.58 km/h,45.00,181.5 km,1,2017,7,15
125799,100.00,600.00,42.00,27.00,,6.00,15.00,7/16/2017,40.35 km/h,94.00,189.5 km,1,2017,7,16
125800,84.00,600.00,42.00,27.00,,6.00,16.00,7/18/2017,45.36 km/h,17.00,165 km,1,2017,7,18
125801,67.00,600.00,42.00,27.00,,6.00,17.00,7/19/2017,35.69 km/h,275.00,183 km,1,2017,7,19
125802,81.00,600.00,42.00,27.00,,6.00,18.00,7/20/2017,38.39 km/h,254.00,179.5 km,1,2017,7,20
125803,181.00,600.00,42.00,27.00,,6.00,19.00,7/21/2017,43.61 km/h,38.00,222.5 km,1,2017,7,21
125804,162.00,600.00,42.00,27.00,,6.00,20.00,7/22/2017,47.79 km/h,23.00,22.5 km,1,2017,7,22
125805,72.00,600.00,42.00,27.00,25,6.00,-1.00,7/23/2017,40.997 km/h,0.00,0 km,1,2017,7,23
125806,187.00,600.00,42.00,27.00,,6.00,21.00,7/23/2017,43.25 km/h,0.00,105 km,1,2017,7,23
125807,127.00,600.00,42.00,27.00,7,46.00,0.00,7/30/2017,45.4 km/h,0.00,185.9 km,49,2017,7,30
125808,141.00,600.00,42.00,27.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
125809,128.00,600.00,42.00,27.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
125810,115.00,600.00,42.00,27.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
125811,99.00,600.00,42.00,27.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
125812,138.00,600.00,42.00,27.00,,25.00,5.00,8/11/2017,44.22 km/h,0.00,164.9 km,21,2017,8,11
125813,155.00,600.00,42.00,27.00,,25.00,6.00,8/12/2017,38.79 km/h,0.00,196.9 km,21,2017,8,12
125814,122.00,600.00,42.00,27.00,,25.00,7.00,8/13/2017,47.04 km/h,0.00,193.5 km,21,2017,8,13
125815,74.00,600.00,42.00,27.00,5,25.00,-1.00,8/13/2017,-,0.00,0 km,21,2017,8,13
125973,53.00,602.00,17.00,22.00,,14.00,0.00,4/16/2017,39.98 km/h,0.00,261 km,10,2017,4,16
125974,17.00,602.00,17.00,22.00,5,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
125975,107.00,602.00,17.00,22.00,5,16.00,0.00,4/23/2017,40.27 km/h,0.00,258 km,9,2017,4,23
125976,82.00,602.00,17.00,22.00,,37.00,1.00,6/10/2017,56.25 km/h,0.00,6 km,19,2017,6,10
125977,59.00,602.00,17.00,22.00,,37.00,2.00,6/11/2017,39.46 km/h,0.00,172.7 km,19,2017,6,11
125978,75.00,602.00,17.00,22.00,,37.00,3.00,6/12/2017,41.59 km/h,43.00,159.3 km,19,2017,6,12
125979,110.00,602.00,17.00,22.00,,37.00,4.00,6/13/2017,37.53 km/h,0.00,143.2 km,19,2017,6,13
125980,78.00,602.00,17.00,22.00,,37.00,5.00,6/14/2017,42.17 km/h,76.00,222 km,19,2017,6,14
125981,37.00,602.00,17.00,22.00,,37.00,6.00,6/15/2017,35.87 km/h,260.00,166.7 km,19,2017,6,15
125982,56.00,602.00,17.00,22.00,,37.00,7.00,6/16/2017,41.82 km/h,0.00,166.3 km,19,2017,6,16
125983,78.00,602.00,17.00,22.00,,37.00,8.00,6/17/2017,51.03 km/h,0.00,100 km,19,2017,6,17
125984,92.00,602.00,17.00,22.00,5,37.00,-1.00,6/18/2017,-,0.00,0 km,19,2017,6,18
125985,0.00,602.00,17.00,22.00,,37.00,9.00,6/18/2017,47.01 km/h,0.00,28.6 km,19,2017,6,18
125986,0.00,602.00,17.00,22.00,5,48.00,0.00,8/27/2017,40.9 km/h,0.00,239.7 km,8,2017,8,27
125987,0.00,602.00,17.00,22.00,,9.00,0.00,10/7/2017,39.47 km/h,174.00,247 km,4,2017,10,7
126092,154.00,603.00,62.00,21.00,3,27.00,0.00,2/25/2017,40.32 km/h,0.00,198.3 km,26,2017,2,25
126093,135.00,603.00,62.00,21.00,5,23.00,0.00,4/9/2017,45.2 km/h,0.00,257 km,26,2017,4,9
126094,130.00,603.00,62.00,21.00,5,15.00,0.00,4/19/2017,38.12 km/h,0.00,200.5 km,20,2017,4,19
126343,72.00,604.00,1.00,28.00,,11.00,1.00,3/5/2017,43.95 km/h,0.00,148.5 km,4,2017,3,5
126344,93.00,604.00,1.00,28.00,,11.00,2.00,3/6/2017,44.83 km/h,0.00,195 km,4,2017,3,6
126345,111.00,604.00,1.00,28.00,,11.00,3.00,3/7/2017,42.03 km/h,0.00,190 km,4,2017,3,7
126346,51.00,604.00,1.00,28.00,,11.00,4.00,3/8/2017,40.18 km/h,0.00,14.5 km,4,2017,3,8
126347,113.00,604.00,1.00,28.00,,11.00,5.00,3/9/2017,42.21 km/h,0.00,199.5 km,4,2017,3,9
126348,74.00,604.00,1.00,28.00,,11.00,6.00,3/10/2017,41.79 km/h,111.00,193.5 km,4,2017,3,10
126349,49.00,604.00,1.00,28.00,,11.00,7.00,3/11/2017,35.21 km/h,0.00,177 km,4,2017,3,11
126350,69.00,604.00,1.00,28.00,5,11.00,-1.00,3/12/2017,-,0.00,0 km,4,2017,3,12
126351,77.00,604.00,1.00,28.00,,11.00,8.00,3/12/2017,41.03 km/h,119.00,115.5 km,4,2017,3,12
126352,77.00,604.00,1.00,28.00,,18.00,1.00,4/26/2017,38.06 km/h,0.00,173.3 km,37,2017,4,26
126353,70.00,604.00,1.00,28.00,,18.00,2.00,4/27/2017,38.26 km/h,65.00,136 km,37,2017,4,27
126354,139.00,604.00,1.00,28.00,,18.00,3.00,4/28/2017,41.91 km/h,0.00,187 km,37,2017,4,28
126355,61.00,604.00,1.00,28.00,,18.00,4.00,4/29/2017,39.23 km/h,158.00,163.5 km,37,2017,4,29
126356,114.00,604.00,1.00,28.00,5,18.00,-1.00,4/30/2017,-,0.00,0 km,37,2017,4,30
126357,62.00,604.00,1.00,28.00,,18.00,5.00,4/30/2017,43.98 km/h,0.00,18.3 km,37,2017,4,30
126358,78.00,604.00,1.00,28.00,,35.00,1.00,5/5/2017,39.42 km/h,0.00,206 km,23,2017,5,5
126359,0.00,604.00,1.00,28.00,,35.00,2.00,5/6/2017,36.3 km/h,71.00,221 km,23,2017,5,6
126360,0.00,604.00,1.00,28.00,,35.00,3.00,5/7/2017,42.99 km/h,0.00,148 km,23,2017,5,7
126361,89.00,604.00,1.00,28.00,,35.00,4.00,5/9/2017,36.69 km/h,271.00,181 km,23,2017,5,9
126362,143.00,604.00,1.00,28.00,,35.00,5.00,5/10/2017,43.33 km/h,0.00,159 km,23,2017,5,10
126363,103.00,604.00,1.00,28.00,,35.00,6.00,5/11/2017,43.69 km/h,47.00,217 km,23,2017,5,11
126364,46.00,604.00,1.00,28.00,,35.00,7.00,5/12/2017,40.08 km/h,0.00,224 km,23,2017,5,12
126365,73.00,604.00,1.00,28.00,,35.00,8.00,5/13/2017,42.8 km/h,71.00,189 km,23,2017,5,13
126366,57.00,604.00,1.00,28.00,,35.00,9.00,5/14/2017,40.56 km/h,373.00,152 km,23,2017,5,14
126367,42.00,604.00,1.00,28.00,,35.00,10.00,5/16/2017,47.18 km/h,0.00,39.8 km,23,2017,5,16
126368,70.00,604.00,1.00,28.00,,35.00,11.00,5/17/2017,36.7 km/h,0.00,161 km,23,2017,5,17
126369,92.00,604.00,1.00,28.00,,35.00,12.00,5/18/2017,43.08 km/h,0.00,229 km,23,2017,5,18
126370,48.00,604.00,1.00,28.00,,35.00,13.00,5/19/2017,44 km/h,0.00,167 km,23,2017,5,19
126371,87.00,604.00,1.00,28.00,,35.00,14.00,5/20/2017,43.05 km/h,138.00,131 km,23,2017,5,20
126372,72.00,604.00,1.00,28.00,,35.00,15.00,5/21/2017,46.49 km/h,108.00,199 km,23,2017,5,21
126373,30.00,604.00,1.00,28.00,,35.00,16.00,5/23/2017,34.65 km/h,312.00,222 km,23,2017,5,23
126374,32.00,604.00,1.00,28.00,,35.00,17.00,5/24/2017,38.32 km/h,85.00,219 km,23,2017,5,24
126375,46.00,604.00,1.00,28.00,,35.00,18.00,5/25/2017,35.12 km/h,237.00,137 km,23,2017,5,25
126376,80.00,604.00,1.00,28.00,,35.00,19.00,5/26/2017,39.11 km/h,0.00,191 km,23,2017,5,26
126377,95.00,604.00,1.00,28.00,,35.00,20.00,5/27/2017,38.26 km/h,181.00,190 km,23,2017,5,27
126378,104.00,604.00,1.00,28.00,45,35.00,-1.00,5/28/2017,-,0.00,0 km,23,2017,5,28
126379,36.00,604.00,1.00,28.00,,35.00,21.00,5/28/2017,53.06 km/h,0.00,29.3 km,23,2017,5,28
126380,110.00,604.00,1.00,28.00,,30.00,1.00,7/29/2017,44.25 km/h,0.00,130 km,38,2017,7,29
126381,90.00,604.00,1.00,28.00,,30.00,2.00,7/30/2017,43.61 km/h,0.00,142 km,38,2017,7,30
126382,115.00,604.00,1.00,28.00,,30.00,3.00,7/31/2017,41.69 km/h,0.00,161 km,38,2017,7,31
126383,107.00,604.00,1.00,28.00,,30.00,4.00,8/1/2017,42.15 km/h,0.00,238 km,38,2017,8,1
126384,20.00,604.00,1.00,28.00,,30.00,5.00,8/2/2017,43.4 km/h,0.00,130 km,38,2017,8,2
126385,66.00,604.00,1.00,28.00,,30.00,6.00,8/3/2017,37.94 km/h,0.00,189 km,38,2017,8,3
126386,21.00,604.00,1.00,28.00,,30.00,7.00,8/4/2017,38.53 km/h,0.00,132.5 km,38,2017,8,4
126387,138.00,604.00,1.00,28.00,5,30.00,-1.00,8/4/2017,-,0.00,0 km,38,2017,8,4
126388,154.00,604.00,1.00,28.00,,25.00,1.00,8/7/2017,46.85 km/h,0.00,179.7 km,21,2017,8,7
126389,23.00,604.00,1.00,28.00,,25.00,2.00,8/8/2017,49.24 km/h,0.00,9 km,21,2017,8,8
126390,61.00,604.00,1.00,28.00,,25.00,3.00,8/9/2017,43.93 km/h,0.00,186 km,21,2017,8,9
126391,21.00,604.00,1.00,28.00,,25.00,4.00,8/10/2017,47.18 km/h,0.00,160.7 km,21,2017,8,10
