,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
18,19,69,▲50,144,KIŠERLOVSKI Robert,24,Pro Team Astana,,",,0:52",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
19,20,75,▲55,61,MENCHOV Denis,33,Geox-TMC Transformers,,0:550:55,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
20,21,40,▲19,126,PARDILLA Sergio,27,Movistar Team,,0:570:57,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
21,22,67,▲45,15,DUPONT Hubert,30,AG2R La Mondiale,,0:580:58,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
22,23,72,▲49,143,MASCIARELLI Francesco,25,Pro Team Astana,,0:590:59,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
23,24,43,▲19,22,SELLA Emanuele,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,1:011:01,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
24,25,54,▲29,37,TSCHOPP Johann,28,BMC Racing Team,,1:031:03,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
25,26,84,▲58,81,RODRÍGUEZ Joaquim,31,Team Katusha,,1:061:06,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
26,27,89,▲62,153,GATTO Oscar,26,Farnese Vini-Neri-Sottoli,,1:091:09,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
27,28,90,▲62,1,GARZELLI Stefano,37,Acqua & Sapone,,",,1:09",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
28,29,57,▲28,168,SEELDRAEYERS Kevin,24,Quickstep Cycling Team,,1:121:12,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
29,30,17,▼13,113,CAPECCHI Eros,24,Liquigas - Cannondale,,1:141:14,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
30,31,100,▲69,51,ANTÓN Igor,28,Euskaltel - Euskadi,,1:151:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
31,32,102,▲70,59,NIEVE Mikel,26,Euskaltel - Euskadi,,",,1:15",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
32,33,82,▲49,41,POZZOVIVO Domenico,28,Colnago - CSF Inox,,1:211:21,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
33,34,85,▲51,84,CARUSO Giampaolo,30,Team Katusha,,1:261:26,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
34,35,34,▼1,194,CIONI Dario David,36,Sky Procycling,,1:291:29,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
35,36,16,▼20,112,AGNOLI Valerio,26,Liquigas - Cannondale,,1:381:38,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
36,37,2,▼35,29,VICIOSO Ángel,34,Androni Giocattoli - Serramenti PVC Diquigiovanni,,1:391:39,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
37,38,66,▲28,16,GADRET John,32,AG2R La Mondiale,,1:411:41,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
38,39,74,▲35,147,DYACHENKO Alexandr,27,Pro Team Astana,,1:421:42,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
39,40,77,▲37,69,VALLS Rafael,23,Geox-TMC Transformers,,1:451:45,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
40,41,99,▲58,54,ISASI Iñaki,34,Euskaltel - Euskadi,,1:571:57,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
41,42,27,▼15,183,GUSTOV Volodymyr,34,Saxo Bank - Sungard,,",,1:57",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
42,43,88,▲45,9,TABORRE Fabio,25,Acqua & Sapone,,1:591:59,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
43,44,106,▲62,62,SASTRE Carlos,36,Geox-TMC Transformers,,2:082:08,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
44,45,65,▲20,19,MONTAGUTI Matteo,27,AG2R La Mondiale,,2:162:16,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
45,46,1,▼45,207,MILLAR David,34,Team Garmin - Cervélo,,2:352:35,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
46,47,5,▼42,74,LEWIS Craig,26,HTC - High Road,,2:572:57,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
47,48,87,▲39,96,NIEMIEC Przemysław,31,Lampre - ISD,,3:023:02,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
48,49,10,▼39,211,MACHADO Tiago,25,RadioShack,,3:073:07,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
49,50,13,▼37,131,BAKELANTS Jan,25,Omega Pharma-Lotto,,3:133:13,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
50,51,51,-,34,KOHLER Martin,25,BMC Racing Team,,3:193:19,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
51,52,94,▲42,2,CODOL Massimo,38,Acqua & Sapone,,4:044:04,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
52,53,128,▲75,135,DOCKX Gert,22,Omega Pharma-Lotto,,4:134:13,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
53,54,12,▼42,176,TANKINK Bram,32,Rabobank Cycling Team,,4:174:17,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
54,55,73,▲18,148,PETROV Evgeni,32,Pro Team Astana,,4:274:27,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
55,56,91,▲35,6,MIHOLJEVIĆ Vladimir,37,Acqua & Sapone,,4:444:44,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
56,57,144,▲87,46,CANUTI Federico,25,Colnago - CSF Inox,,4:534:53,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
57,58,39,▼19,129,VENTOSO Francisco José,29,Movistar Team,,5:295:29,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
58,59,9,▼50,212,POPOVYCH Yaroslav,31,RadioShack,,5:355:35,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
59,60,83,▲23,44,PIRAZZI Stefano,24,Colnago - CSF Inox,,",,5:35",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
60,61,20,▼41,204,FISCHER Murilo Antonio,31,Team Garmin - Cervélo,,5:385:38,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
61,62,60,▼2,165,ENGELS Addy,33,Quickstep Cycling Team,,5:425:42,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
62,63,46,▼17,23,RUJANO José Humberto,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,,5:495:49,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
63,64,71,▲7,142,TIRALONGO Paolo,33,Pro Team Astana,,5:505:50,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
64,65,76,▲11,63,WYSS Marcel,24,Geox-TMC Transformers,,6:036:03,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
65,66,78,▲12,64,BLANCO David,36,Geox-TMC Transformers,,",,6:03",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
66,67,93,▲26,4,BETANCUR Carlos,21,Acqua & Sapone,,6:076:07,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
67,68,107,▲39,150,VISCONTI Giovanni,28,Farnese Vini-Neri-Sottoli,,6:586:58,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
68,69,21,▼48,94,ULISSI Diego,21,Lampre - ISD,,7:027:02,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
69,70,33,▼37,192,BARRY Michael,35,Sky Procycling,,7:157:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
70,71,37,▼34,127,PASAMONTES Luis,31,Movistar Team,,7:167:16,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
71,72,81,▲9,43,MODOLO Sacha,23,Colnago - CSF Inox,,7:407:40,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
72,73,86,▲13,82,DI LUCA Danilo,35,Team Katusha,,7:567:56,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
73,74,103,▲29,214,BEPPU Fumiyuki,28,RadioShack,,8:078:07,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
74,75,109,▲34,133,DE GREEF Francis,26,Omega Pharma-Lotto,,8:308:30,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
75,76,116,▲40,8,SARMIENTO Cayetano José,24,Acqua & Sapone,,9:059:05,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
76,77,119,▲42,86,VORGANOV Eduard,28,Team Katusha,,9:249:24,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
77,78,123,▲45,75,BAK Lars Ytting,31,HTC - High Road,,9:379:37,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
78,79,156,▲77,88,HORRACH Joan,37,Team Katusha,,9:519:51,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
79,80,7,▼73,92,PETACCHI Alessandro,37,Lampre - ISD,,10:3810:38,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
80,81,15,▼66,116,SABATINI Fabio,26,Liquigas - Cannondale,,10:5610:56,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
81,82,22,▼60,178,VAN WINDEN Dennis,23,Rabobank Cycling Team,,11:0011:00,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
82,83,28,▼55,167,PINEAU Jérôme,31,Quickstep Cycling Team,,11:0711:07,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
83,84,30,▼54,226,LAGUTIN Sergey,30,Vacansoleil - DCM,,11:1111:11,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
84,85,36,▼49,224,GOŁAŚ Michał,27,Vacansoleil - DCM,,",,11:11",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
85,86,42,▼44,128,SAMOILAU Branislau,25,Movistar Team,,11:1211:12,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
86,87,48,▼39,228,SELVAGGI Mirko,26,Vacansoleil - DCM,,11:1311:13,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
87,88,49,▼39,27,OCHOA Carlos José,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,",,11:13",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
88,89,164,▲75,208,STETINA Peter,23,Team Garmin - Cervélo,,",,11:13",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
89,90,50,▼40,38,WYSS Danilo,25,BMC Racing Team,,11:1511:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
90,91,63,▼28,169,VANDEWALLE Kristof,26,Quickstep Cycling Team,,11:1611:16,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
91,92,64,▼28,85,MORENO Daniel,29,Team Katusha,,11:1711:17,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
92,93,92,▼1,157,NOÈ Andrea,42,Farnese Vini-Neri-Sottoli,,11:4111:41,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
93,94,95,▲1,193,CARLSTRÖM Kjell,34,Sky Procycling,,",,11:41",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
94,95,98,▲3,163,CIOLEK Gerald,24,Quickstep Cycling Team,,11:4611:46,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
95,96,185,▲89,98,RIGHI Daniele,35,Lampre - ISD,,11:5711:57,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
96,97,155,▲58,218,ROVNY Ivan,23,RadioShack,,12:1512:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
97,98,105,▲7,146,JUFRÉ Josep,35,Pro Team Astana,,12:1712:17,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
98,99,108,▲9,155,MAZZANTI Luca,37,Farnese Vini-Neri-Sottoli,,12:2212:22,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
99,100,110,▲10,196,APPOLLONIO Davide,21,Sky Procycling,,12:3012:30,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
100,101,113,▲12,118,SZMYD Sylwester,33,Liquigas - Cannondale,,12:3812:38,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
101,102,114,▲12,199,POSSONI Morris,26,Sky Procycling,,12:3912:39,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
102,103,182,▲79,89,KUSCHYNSKI Aleksandr,31,Team Katusha,,12:5212:52,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
103,104,115,▲11,195,DOWNING Russell,32,Sky Procycling,,12:5412:54,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
104,105,117,▲12,139,LODEWYCK Klaas,23,Omega Pharma-Lotto,,13:0713:07,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
105,106,44,▼62,28,RODRÍGUEZ Jackson,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,13:1713:17,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
106,107,118,▲11,117,SALERNO Cristiano,26,Liquigas - Cannondale,,",,13:17",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
107,108,173,▲65,197,NORDHAUG Lars Petter,26,Sky Procycling,,13:1813:18,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
108,109,52,▼57,227,ONGARATO Alberto,35,Vacansoleil - DCM,,13:2313:23,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
109,110,121,▲11,123,KONOVALOVAS Ignatas,25,Movistar Team,,",,13:23",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
110,111,122,▲11,124,OYARZÚN Carlos Iván,29,Movistar Team,,13:2713:27,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
111,112,127,▲15,119,VANOTTI Alessandro,30,Liquigas - Cannondale,,13:5513:55,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
112,113,131,▲18,223,BELKOV Maxim,26,Vacansoleil - DCM,,14:1014:10,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
113,114,134,▲20,32,BEYER Chad,24,BMC Racing Team,,14:1414:14,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
114,115,137,▲22,166,MALACARNE Davide,23,Quickstep Cycling Team,,14:1514:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
115,116,142,▲26,12,BÉRARD Julien,23,AG2R La Mondiale,,14:2214:22,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
116,117,143,▲26,48,BRAMBILLA Gianluca,23,Colnago - CSF Inox,,14:3514:35,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
117,118,148,▲30,66,KOZONTCHUK Dmitry,27,Geox-TMC Transformers,,14:4214:42,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
118,119,150,▲31,65,CHEULA Giampaolo,31,Geox-TMC Transformers,,14:4914:49,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
119,120,146,▲26,24,DE MARCHI Alessandro,24,Androni Giocattoli - Serramenti PVC Diquigiovanni,,",,14:49",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
120,121,151,▲30,56,ARAMENDIA Javier,24,Euskaltel - Euskadi,,14:5714:57,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
121,122,154,▲32,49,FRAPPORTI Marco,26,Colnago - CSF Inox,,15:1615:16,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
122,123,199,▲76,57,AZANZA Jorge,28,Euskaltel - Euskadi,,15:2515:25,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
123,124,158,▲34,187,NAVARRO Daniel,27,Saxo Bank - Sungard,,15:3815:38,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
124,125,159,▲34,184,HERNÁNDEZ BLÁZQUEZ Jesús,29,Saxo Bank - Sungard,,15:4715:47,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
125,126,101,▼25,58,OROZ Juan José,30,Euskaltel - Euskadi,,15:4915:49,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
126,127,160,▲33,137,LANG Sebastian,31,Omega Pharma-Lotto,,15:5015:50,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
127,128,165,▲37,93,MARZANO Marco,30,Lampre - ISD,,16:1316:13,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
128,129,152,▲23,149,ŠTANGELJ Gorazd,38,Pro Team Astana,,16:3816:38,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
129,130,204,▲74,11,NOCENTINI Rinaldo,33,AG2R La Mondiale,,16:4416:44,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
130,131,170,▲39,188,TOSATTO Matteo,36,Saxo Bank - Sungard,,17:0117:01,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
131,132,172,▲40,55,CAZAUX Pierre,26,Euskaltel - Euskadi,,17:0817:08,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
132,133,175,▲42,99,ŠPILAK Simon,24,Lampre - ISD,,17:2017:20,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
133,134,178,▲44,17,GASTAUER Ben,23,AG2R La Mondiale,,17:2617:26,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
134,135,179,▲44,182,DIDIER Laurent,26,Saxo Bank - Sungard,,",,17:26",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
135,136,181,▲45,185,KLOSTERGAARD Kasper,27,Saxo Bank - Sungard,,17:2817:28,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
136,137,183,▲46,83,BRUTT Pavel,29,Team Katusha,,17:4117:41,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
137,138,129,▼9,134,DE CLERCQ Bart,24,Omega Pharma-Lotto,,",,17:41",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
138,139,184,▲45,68,ARDILA Mauricio Alberto,31,Geox-TMC Transformers,,17:4917:49,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
139,140,133,▼7,39,ZAHNER Simon,28,BMC Racing Team,,18:0018:00,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
140,141,11,▼130,216,DEIGNAN Philip,27,RadioShack,,18:5318:53,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
141,142,18,▼124,138,VEIKKANEN Jussi,30,Omega Pharma-Lotto,,19:0519:05,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
142,143,171,▲28,87,LOSADA Alberto,29,Team Katusha,,19:1119:11,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
143,144,26,▼118,186,PORTE Richie,26,Saxo Bank - Sungard,,19:1319:13,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
144,145,29,▼116,222,BOŽIČ Borut,30,Vacansoleil - DCM,,19:2019:20,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
145,146,45,▼101,26,FERRARI Roberto,28,Androni Giocattoli - Serramenti PVC Diquigiovanni,,19:2219:22,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
146,147,53,▼94,33,FRANK Mathias,24,BMC Racing Team,,19:2419:24,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
147,148,68,▼80,14,DESSEL Cyril,36,AG2R La Mondiale,,19:3219:32,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
148,149,80,▼69,42,BELLETTI Manuel,25,Colnago - CSF Inox,,19:3719:37,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
149,150,104,▼46,5,MARZOLI Ruggero,35,Acqua & Sapone,,20:1620:16,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
150,151,130,▼21,95,HONDO Danilo,37,Lampre - ISD,,20:3220:32,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
151,152,198,▲46,152,GIORDANI Leonardo,33,Farnese Vini-Neri-Sottoli,,20:4020:40,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
152,153,163,▲10,145,GOUROV Maxim,32,Pro Team Astana,,20:4120:41,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
153,154,112,▼42,225,HOOGERLAND Johnny,27,Vacansoleil - DCM,,20:4420:44,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
154,155,120,▼35,71,CAVENDISH Mark,25,HTC - High Road,,21:3021:30,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
155,156,124,▼32,217,HUNTER Robert,34,RadioShack,,21:5221:52,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
156,157,126,▼31,13,CHEREL Mikaël,25,AG2R La Mondiale,,22:0022:00,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
157,158,132,▼26,35,KRISTOFF Alexander,23,BMC Racing Team,,22:2322:23,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
158,159,135,▼24,229,VEUCHELEN Frederik,32,Vacansoleil - DCM,,",,22:23",..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
159,160,139,▼21,47,STORTONI Simone,25,Colnago - CSF Inox,,22:2622:26,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
160,161,141,▼20,18,KRIVTSOV Yuriy,32,AG2R La Mondiale,,22:3122:31,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
161,162,125,▼37,219,SELANDER Bjorn,23,RadioShack,,22:4022:40,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
162,163,145,▼18,136,KAISEN Olivier,28,Omega Pharma-Lotto,,22:4522:45,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
163,164,147,▼17,7,NAPOLITANO Danilo,30,Acqua & Sapone,,22:4922:49,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
164,165,111,▼54,36,BUTLER Chris,23,BMC Racing Team,,22:5322:53,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
165,166,149,▼17,52,SESMA Daniel,26,Euskaltel - Euskadi,,22:5522:55,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
166,167,153,▼14,114,MARANGONI Alan,26,Liquigas - Cannondale,,23:1523:15,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
167,168,161,▼7,78,RENSHAW Mark,28,HTC - High Road,,24:0424:04,..,Giro_d_Italia,GC,11 May 2011,38.872 km/h,0,191 km,15
