,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
35,36,36,-,211,MACHADO Tiago,25,RadioShack,,8:348:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
36,37,42,▲5,142,TIRALONGO Paolo,33,Pro Team Astana,,8:488:48,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
37,38,43,▲5,2,CODOL Massimo,38,Acqua & Sapone,,13:0513:05,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
38,39,55,▲16,85,MORENO Daniel,29,Team Katusha,,14:1614:16,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
39,40,48,▲8,6,MIHOLJEVIĆ Vladimir,37,Acqua & Sapone,,15:3515:35,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
40,41,57,▲16,208,STETINA Peter,23,Team Garmin - Cervélo,,16:4516:45,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
41,42,46,▲4,44,PIRAZZI Stefano,24,Colnago - CSF Inox,,17:4617:46,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
42,43,34,▼9,194,CIONI Dario David,36,Sky Procycling,,18:0018:00,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
43,44,66,▲22,133,DE GREEF Francis,26,Omega Pharma-Lotto,,18:4118:41,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
44,45,58,▲13,8,SARMIENTO Cayetano José,24,Acqua & Sapone,,18:4718:47,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
45,46,74,▲28,184,HERNÁNDEZ BLÁZQUEZ Jesús,29,Saxo Bank - Sungard,,19:4819:48,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
46,47,45,▼2,176,TANKINK Bram,32,Rabobank Cycling Team,,20:0720:07,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
47,48,52,▲4,54,ISASI Iñaki,34,Euskaltel - Euskadi,,20:3620:36,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
48,49,53,▲4,183,GUSTOV Volodymyr,34,Saxo Bank - Sungard,,21:0721:07,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
49,50,41,▼9,63,WYSS Marcel,24,Geox-TMC Transformers,,21:3721:37,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
50,51,38,▼13,113,CAPECCHI Eros,24,Liquigas - Cannondale,,22:3922:39,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
51,52,77,▲25,187,NAVARRO Daniel,27,Saxo Bank - Sungard,,24:3324:33,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
52,53,88,▲35,150,VISCONTI Giovanni,28,Farnese Vini-Neri-Sottoli,,24:3424:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
53,54,72,▲18,134,DE CLERCQ Bart,24,Omega Pharma-Lotto,,24:4424:44,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
54,55,59,▲4,27,OCHOA Carlos José,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,25:0725:07,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
55,56,31,▼25,69,VALLS Rafael,23,Geox-TMC Transformers,,26:0626:06,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
56,57,78,▲21,93,MARZANO Marco,30,Lampre - ISD,,26:2726:27,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
57,58,33,▼25,147,DYACHENKO Alexandr,27,Pro Team Astana,,26:4226:42,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
58,59,50,▼9,112,AGNOLI Valerio,26,Liquigas - Cannondale,,26:5226:52,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
59,60,70,▲10,117,SALERNO Cristiano,26,Liquigas - Cannondale,,28:0028:00,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
60,61,71,▲10,192,BARRY Michael,35,Sky Procycling,,28:4628:46,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
61,62,56,▼6,94,ULISSI Diego,21,Lampre - ISD,,29:0329:03,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
62,63,76,▲13,128,SAMOILAU Branislau,25,Movistar Team,,29:5329:53,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
63,64,73,▲9,199,POSSONI Morris,26,Sky Procycling,,30:0930:09,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
64,65,84,▲19,33,FRANK Mathias,24,BMC Racing Team,,30:5730:57,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
65,66,79,▲13,64,BLANCO David,36,Geox-TMC Transformers,,31:1631:16,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
66,67,44,▼23,148,PETROV Evgeni,32,Pro Team Astana,,31:3431:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
67,68,47,▼21,127,PASAMONTES Luis,31,Movistar Team,,32:3432:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
68,69,49,▼20,198,KENNAUGH Peter,21,Sky Procycling,,33:3733:37,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
69,70,92,▲22,87,LOSADA Alberto,29,Team Katusha,,33:5933:59,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
70,71,51,▼20,82,DI LUCA Danilo,35,Team Katusha,,35:0535:05,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
71,72,93,▲21,197,NORDHAUG Lars Petter,27,Sky Procycling,,35:1935:19,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
72,73,60,▼13,157,NOÈ Andrea,42,Farnese Vini-Neri-Sottoli,,36:0236:02,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
73,74,61,▼13,9,TABORRE Fabio,25,Acqua & Sapone,,36:0936:09,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
74,75,95,▲20,88,HORRACH Joan,37,Team Katusha,,36:2336:23,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
75,76,62,▼14,74,LEWIS Craig,26,HTC - High Road,,36:3336:33,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
76,77,54,▼23,19,MONTAGUTI Matteo,27,AG2R La Mondiale,,36:3836:38,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
77,78,80,▲2,119,VANOTTI Alessandro,30,Liquigas - Cannondale,,36:4336:43,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
78,79,81,▲2,224,GOŁAŚ Michał,27,Vacansoleil - DCM,,36:5136:51,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
79,80,83,▲3,135,DOCKX Gert,22,Omega Pharma-Lotto,,36:5936:59,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
80,81,63,▼18,218,ROVNY Ivan,23,RadioShack,,38:2538:25,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
81,82,90,▲8,86,VORGANOV Eduard,28,Team Katusha,,39:0239:02,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
82,83,64,▼19,29,VICIOSO Ángel,34,Androni Giocattoli - Serramenti PVC Diquigiovanni,,39:1539:15,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
83,84,65,▼19,118,SZMYD Sylwester,33,Liquigas - Cannondale,,39:2539:25,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
84,85,67,▼18,153,GATTO Oscar,26,Farnese Vini-Neri-Sottoli,,39:4639:46,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
85,86,68,▼18,214,BEPPU Fumiyuki,28,RadioShack,,40:5740:57,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
86,87,69,▼18,46,CANUTI Federico,25,Colnago - CSF Inox,,41:1041:10,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
87,88,75,▼13,57,AZANZA Jorge,28,Euskaltel - Euskadi,,42:2942:29,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
88,89,98,▲9,167,PINEAU Jérôme,31,Quickstep Cycling Team,,42:4042:40,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
89,90,102,▲12,212,POPOVYCH Yaroslav,31,RadioShack,,43:3643:36,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
90,91,135,▲44,68,ARDILA Mauricio Alberto,31,Geox-TMC Transformers,,44:0544:05,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
91,92,127,▲35,12,BÉRARD Julien,23,AG2R La Mondiale,,44:2644:26,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
92,93,82,▼11,129,VENTOSO Francisco José,29,Movistar Team,,45:1145:11,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
93,94,86,▼8,116,SABATINI Fabio,26,Liquigas - Cannondale,,45:2245:22,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
94,95,89,▼6,155,MAZZANTI Luca,37,Farnese Vini-Neri-Sottoli,,45:5545:55,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
95,96,148,▲52,216,DEIGNAN Philip,27,RadioShack,,46:1446:14,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
96,97,87,▼10,223,BELKOV Maxim,26,Vacansoleil - DCM,,46:1646:16,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
97,98,85,▼13,34,KOHLER Martin,25,BMC Racing Team,,46:2146:21,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
98,99,91,▼8,4,BETANCUR Carlos,21,Acqua & Sapone,,46:2846:28,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
99,100,138,▲38,13,CHEREL Mikaël,25,AG2R La Mondiale,,47:4947:49,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
100,101,94,▼7,207,MILLAR David,34,Team Garmin - Cervélo,,48:1148:11,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
101,102,117,▲15,47,STORTONI Simone,25,Colnago - CSF Inox,,48:2548:25,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
102,103,133,▲30,186,PORTE Richie,26,Saxo Bank - Sungard,,48:3348:33,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
103,104,96,▼8,226,LAGUTIN Sergey,30,Vacansoleil - DCM,,48:4348:43,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
104,105,97,▼8,92,PETACCHI Alessandro,37,Lampre - ISD,,49:2049:20,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
105,106,99,▼7,169,VANDEWALLE Kristof,26,Quickstep Cycling Team,,49:2949:29,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
106,107,100,▼7,137,LANG Sebastian,31,Omega Pharma-Lotto,,49:3549:35,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
107,108,101,▼7,204,FISCHER Murilo Antonio,31,Team Garmin - Cervélo,,50:1250:12,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
108,109,103,▼6,193,CARLSTRÖM Kjell,34,Sky Procycling,,50:1950:19,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
109,110,104,▼6,163,CIOLEK Gerald,24,Quickstep Cycling Team,,50:4850:48,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
110,111,105,▼6,89,KUSCHYNSKI Aleksandr,31,Team Katusha,,51:0451:04,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
111,112,106,▼6,124,OYARZÚN Carlos Iván,29,Movistar Team,,51:2851:28,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
112,113,108,▼5,65,CHEULA Giampaolo,31,Geox-TMC Transformers,,51:3151:31,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
113,114,109,▼5,146,JUFRÉ Josep,35,Pro Team Astana,,52:1352:13,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
114,115,111,▼4,228,SELVAGGI Mirko,26,Vacansoleil - DCM,,53:1853:18,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
115,116,110,▼6,165,ENGELS Addy,33,Quickstep Cycling Team,,53:2853:28,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
116,117,112,▼5,227,ONGARATO Alberto,35,Vacansoleil - DCM,,53:3453:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
117,118,113,▼5,17,GASTAUER Ben,23,AG2R La Mondiale,,53:5253:52,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
118,119,137,▲18,182,DIDIER Laurent,26,Saxo Bank - Sungard,,54:2654:26,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
119,120,116,▼4,225,HOOGERLAND Johnny,28,Vacansoleil - DCM,,54:3654:36,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
120,121,114,▼7,38,WYSS Danilo,25,BMC Racing Team,,54:5954:59,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
121,122,118,▼4,75,BAK Lars Ytting,31,HTC - High Road,,56:2356:23,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
122,123,115,▼8,196,APPOLLONIO Davide,21,Sky Procycling,,56:4456:44,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
123,124,144,▲20,229,VEUCHELEN Frederik,32,Vacansoleil - DCM,,56:5856:58,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
124,125,146,▲21,136,KAISEN Olivier,28,Omega Pharma-Lotto,,57:2057:20,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
125,126,176,▲50,45,SAVINI Filippo,26,Colnago - CSF Inox,,57:3257:32,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
126,127,149,▲22,24,DE MARCHI Alessandro,24,Androni Giocattoli - Serramenti PVC Diquigiovanni,,58:3458:34,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
127,128,119,▼9,139,LODEWYCK Klaas,23,Omega Pharma-Lotto,,58:4158:41,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
128,129,126,▼3,11,NOCENTINI Rinaldo,33,AG2R La Mondiale,,58:5058:50,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
129,130,152,▲22,219,SELANDER Bjorn,23,RadioShack,,58:5658:56,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
130,131,123,▼8,178,VAN WINDEN Dennis,23,Rabobank Cycling Team,,59:2859:28,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
131,132,129,▼3,149,ŠTANGELJ Gorazd,38,Pro Team Astana,,59:3859:38,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
132,133,124,▼9,222,BOŽIČ Borut,30,Vacansoleil - DCM,,59:4159:41,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
133,134,125,▼9,123,KONOVALOVAS Ignatas,25,Movistar Team,,59:4759:47,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
134,135,130,▼5,39,ZAHNER Simon,28,BMC Racing Team,,59:5159:51,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
135,136,121,▼15,26,FERRARI Roberto,28,Androni Giocattoli - Serramenti PVC Diquigiovanni,,1:00:031:00:03,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
136,137,128,▼9,98,RIGHI Daniele,35,Lampre - ISD,,1:00:191:00:19,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
137,138,120,▼18,48,BRAMBILLA Gianluca,23,Colnago - CSF Inox,,1:00:201:00:20,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
138,139,132,▼7,56,ARAMENDIA Javier,24,Euskaltel - Euskadi,,1:00:211:00:21,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
139,140,122,▼18,58,OROZ Juan José,30,Euskaltel - Euskadi,,1:00:421:00:42,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
140,141,139,▼2,99,ŠPILAK Simon,24,Lampre - ISD,,1:01:481:01:48,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
141,142,140,▼2,166,MALACARNE Davide,23,Quickstep Cycling Team,,1:02:151:02:15,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
142,143,136,▼7,5,MARZOLI Ruggero,35,Acqua & Sapone,,1:02:381:02:38,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
143,144,131,▼13,195,DOWNING Russell,32,Sky Procycling,,1:02:431:02:43,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
144,145,141,▼4,66,KOZONTCHUK Dmitry,27,Geox-TMC Transformers,,1:02:441:02:44,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
145,146,134,▼12,95,HONDO Danilo,37,Lampre - ISD,,1:03:241:03:24,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
146,147,142,▼5,188,TOSATTO Matteo,37,Saxo Bank - Sungard,,1:03:501:03:50,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
147,148,147,▼1,83,BRUTT Pavel,29,Team Katusha,,1:05:161:05:16,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
148,149,145,▼4,55,CAZAUX Pierre,26,Euskaltel - Euskadi,,1:05:431:05:43,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
149,150,166,▲16,206,MEYER Cameron,23,Team Garmin - Cervélo,,",,1:05:43",..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
150,151,143,▼8,43,MODOLO Sacha,23,Colnago - CSF Inox,,1:07:121:07:12,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
151,152,151,▼1,18,KRIVTSOV Yuriy,32,AG2R La Mondiale,,1:07:261:07:26,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
152,153,150,▼3,52,SESMA Daniel,26,Euskaltel - Euskadi,,1:08:181:08:18,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
153,154,154,-,49,FRAPPORTI Marco,26,Colnago - CSF Inox,,1:08:411:08:41,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
154,155,155,-,14,DESSEL Cyril,36,AG2R La Mondiale,,1:09:451:09:45,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
155,156,157,▲1,152,GIORDANI Leonardo,33,Farnese Vini-Neri-Sottoli,,1:10:201:10:20,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
156,157,163,▲6,114,MARANGONI Alan,26,Liquigas - Cannondale,,1:10:501:10:50,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
157,158,158,-,185,KLOSTERGAARD Kasper,27,Saxo Bank - Sungard,,1:10:521:10:52,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
158,159,153,▼6,32,BEYER Chad,24,BMC Racing Team,,1:11:201:11:20,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
159,160,162,▲2,138,VEIKKANEN Jussi,30,Omega Pharma-Lotto,,1:11:321:11:32,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
160,161,156,▼5,76,RABOŇ František,27,HTC - High Road,,1:11:451:11:45,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
161,162,161,▼1,115,DALL'ANTONIA Tiziano,27,Liquigas - Cannondale,,1:12:311:12:31,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
162,163,159,▼4,42,BELLETTI Manuel,25,Colnago - CSF Inox,,1:12:361:12:36,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
163,164,167,▲3,97,SPEZIALETTI Alessandro,36,Lampre - ISD,,1:13:081:13:08,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
164,165,160,▼5,7,NAPOLITANO Danilo,30,Acqua & Sapone,,1:13:151:13:15,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
165,166,164,▼2,215,CARDOSO Manuel Antonio Leal,28,RadioShack,,1:13:511:13:51,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
166,167,165,▼2,164,REDA Francesco,28,Quickstep Cycling Team,,1:13:551:13:55,..,Giro_d_Italia,GC,15 May 2011,34.474 km/h,0,169 km,15
