,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
39,40,50,▲10,2,CODOL Massimo,38,Acqua & Sapone,,5:475:47,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
40,41,58,▲17,23,RUJANO José Humberto,29,Androni Giocattoli - Serramenti PVC Diquigiovanni,,5:495:49,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
41,42,59,▲17,142,TIRALONGO Paolo,33,Pro Team Astana,,6:116:11,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
42,43,60,▲17,63,WYSS Marcel,24,Geox-TMC Transformers,,6:316:31,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
43,44,57,▲13,44,PIRAZZI Stefano,24,Colnago - CSF Inox,,6:356:35,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
44,45,54,▲9,6,MIHOLJEVIĆ Vladimir,37,Acqua & Sapone,,7:347:34,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
45,46,52,▲6,148,PETROV Evgeni,32,Pro Team Astana,,7:417:41,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
46,47,51,▲4,176,TANKINK Bram,32,Rabobank Cycling Team,,8:088:08,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
47,48,64,▲16,127,PASAMONTES Luis,31,Movistar Team,,8:208:20,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
48,49,16,▼33,198,KENNAUGH Peter,21,Sky Procycling,,8:258:25,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
49,50,36,▼14,112,AGNOLI Valerio,26,Liquigas - Cannondale,,8:408:40,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
50,51,65,▲14,82,DI LUCA Danilo,35,Team Katusha,,9:309:30,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
51,52,41,▼11,54,ISASI Iñaki,34,Euskaltel - Euskadi,,9:549:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
52,53,42,▼11,183,GUSTOV Volodymyr,34,Saxo Bank - Sungard,,",,9:54",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
53,54,43,▼11,9,TABORRE Fabio,25,Acqua & Sapone,,9:569:56,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
54,55,45,▼10,19,MONTAGUTI Matteo,27,AG2R La Mondiale,,10:0710:07,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
55,56,70,▲14,8,SARMIENTO Cayetano José,24,Acqua & Sapone,,10:4810:48,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
56,57,46,▼11,74,LEWIS Craig,26,HTC - High Road,,10:5410:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
57,58,80,▲22,85,MORENO Daniel,29,Team Katusha,,11:2711:27,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
58,59,78,▲19,208,STETINA Peter,23,Team Garmin - Cervélo,,11:3011:30,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
59,60,79,▲19,27,OCHOA Carlos José,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,11:4611:46,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
60,61,63,▲2,94,ULISSI Diego,21,Lampre - ISD,,11:4911:49,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
61,62,81,▲19,157,NOÈ Andrea,42,Farnese Vini-Neri-Sottoli,,12:0912:09,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
62,63,84,▲21,218,ROVNY Ivan,23,RadioShack,,12:5912:59,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
63,64,92,▲28,118,SZMYD Sylwester,33,Liquigas - Cannondale,,13:5413:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
64,65,37,▼28,29,VICIOSO Ángel,34,Androni Giocattoli - Serramenti PVC Diquigiovanni,,14:2214:22,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
65,66,55,▼11,46,CANUTI Federico,25,Colnago - CSF Inox,,14:5814:58,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
66,67,93,▲26,133,DE GREEF Francis,26,Omega Pharma-Lotto,,15:1415:14,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
67,68,95,▲27,117,SALERNO Cristiano,26,Liquigas - Cannondale,,15:2415:24,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
68,69,13,▼56,67,DUARTE Fabio,24,Geox-TMC Transformers,,15:5215:52,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
69,70,68,▼2,214,BEPPU Fumiyuki,28,RadioShack,,16:0416:04,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
70,71,100,▲29,184,HERNÁNDEZ BLÁZQUEZ Jesús,29,Saxo Bank - Sungard,,16:1516:15,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
71,72,28,▼44,153,GATTO Oscar,26,Farnese Vini-Neri-Sottoli,,16:1816:18,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
72,73,66,▼7,192,BARRY Michael,35,Sky Procycling,,16:2616:26,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
73,74,102,▲28,199,POSSONI Morris,26,Sky Procycling,,16:5116:51,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
74,75,105,▲30,187,NAVARRO Daniel,27,Saxo Bank - Sungard,,17:0317:03,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
75,76,108,▲32,134,DE CLERCQ Bart,24,Omega Pharma-Lotto,,17:2117:21,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
76,77,103,▲26,128,SAMOILAU Branislau,25,Movistar Team,,",,17:21",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
77,78,106,▲28,93,MARZANO Marco,30,Lampre - ISD,,18:0018:00,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
78,79,99,▲20,57,AZANZA Jorge,28,Euskaltel - Euskadi,,18:1518:15,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
79,80,61,▼19,64,BLANCO David,36,Geox-TMC Transformers,,18:4618:46,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
80,81,53,▼28,207,MILLAR David,34,Team Garmin - Cervélo,,19:3819:38,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
81,82,121,▲39,33,FRANK Mathias,24,BMC Racing Team,,20:0020:00,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
82,83,83,-,135,DOCKX Gert,22,Omega Pharma-Lotto,,20:0820:08,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
83,84,107,▲23,119,VANOTTI Alessandro,30,Liquigas - Cannondale,,20:1420:14,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
84,85,85,-,224,GOŁAŚ Michał,27,Vacansoleil - DCM,,20:1720:17,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
85,86,56,▼30,129,VENTOSO Francisco José,29,Movistar Team,,20:1820:18,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
86,87,116,▲29,223,BELKOV Maxim,26,Vacansoleil - DCM,,20:1920:19,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
87,88,67,▼21,150,VISCONTI Giovanni,28,Farnese Vini-Neri-Sottoli,,20:4020:40,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
88,89,86,▼3,155,MAZZANTI Luca,37,Farnese Vini-Neri-Sottoli,,20:5020:50,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
89,90,119,▲29,87,LOSADA Alberto,29,Team Katusha,,20:5620:56,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
90,91,75,▼16,116,SABATINI Fabio,26,Liquigas - Cannondale,,21:0121:01,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
91,92,69,▼23,34,KOHLER Martin,25,BMC Racing Team,,21:0721:07,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
92,93,62,▼31,4,BETANCUR Carlos,21,Acqua & Sapone,,21:1621:16,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
93,94,124,▲30,197,NORDHAUG Lars Petter,26,Sky Procycling,,22:0122:01,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
94,95,71,▼24,86,VORGANOV Eduard,28,Team Katusha,,22:0722:07,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
95,96,72,▼24,88,HORRACH Joan,37,Team Katusha,,23:0823:08,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
96,97,76,▼21,167,PINEAU Jérôme,31,Quickstep Cycling Team,,23:5023:50,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
97,98,77,▼21,226,LAGUTIN Sergey,30,Vacansoleil - DCM,,23:5423:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
98,99,101,▲2,165,ENGELS Addy,33,Quickstep Cycling Team,,23:5523:55,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
99,100,87,▼13,193,CARLSTRÖM Kjell,34,Sky Procycling,,25:0725:07,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
100,101,73,▼28,92,PETACCHI Alessandro,37,Lampre - ISD,,25:3525:35,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
101,102,89,▼13,169,VANDEWALLE Kristof,26,Quickstep Cycling Team,,25:3625:36,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
102,103,127,▲24,137,LANG Sebastian,31,Omega Pharma-Lotto,,25:4225:42,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
103,104,74,▼30,212,POPOVYCH Yaroslav,31,RadioShack,,25:4925:49,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
104,105,91,▼14,89,KUSCHYNSKI Aleksandr,31,Team Katusha,,25:5425:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
105,106,110,▲4,28,RODRÍGUEZ Jackson,26,Androni Giocattoli - Serramenti PVC Diquigiovanni,,26:1926:19,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
106,107,94,▼13,204,FISCHER Murilo Antonio,31,Team Garmin - Cervélo,,",,26:19",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
107,108,98,▼10,65,CHEULA Giampaolo,31,Geox-TMC Transformers,,",,26:19",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
108,109,112,▲3,124,OYARZÚN Carlos Iván,29,Movistar Team,,26:2926:29,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
109,110,82,▼28,163,CIOLEK Gerald,24,Quickstep Cycling Team,,26:5526:55,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
110,111,144,▲33,17,GASTAUER Ben,23,AG2R La Mondiale,,27:0727:07,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
111,112,117,▲5,146,JUFRÉ Josep,35,Pro Team Astana,,27:5927:59,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
112,113,90,▼23,228,SELVAGGI Mirko,26,Vacansoleil - DCM,,28:1428:14,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
113,114,104,▼10,38,WYSS Danilo,25,BMC Racing Team,,29:0329:03,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
114,115,145,▲30,225,HOOGERLAND Johnny,28,Vacansoleil - DCM,,29:2829:28,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
115,116,96,▼20,227,ONGARATO Alberto,35,Vacansoleil - DCM,,29:4129:41,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
116,117,97,▼20,48,BRAMBILLA Gianluca,23,Colnago - CSF Inox,,29:4429:44,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
117,118,149,▲31,47,STORTONI Simone,25,Colnago - CSF Inox,,30:3230:32,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
118,119,88,▼31,196,APPOLLONIO Davide,21,Sky Procycling,,30:4130:41,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
119,120,137,▲17,75,BAK Lars Ytting,31,HTC - High Road,,31:1131:11,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
120,121,109,▼12,178,VAN WINDEN Dennis,23,Rabobank Cycling Team,,33:2333:23,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
121,122,126,▲4,58,OROZ Juan José,30,Euskaltel - Euskadi,,33:3733:37,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
122,123,111,▼12,123,KONOVALOVAS Ignatas,25,Movistar Team,,",,33:37",..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
123,124,128,▲4,139,LODEWYCK Klaas,23,Omega Pharma-Lotto,,33:4833:48,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
124,125,113,▼12,166,MALACARNE Davide,23,Quickstep Cycling Team,,33:4933:49,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
125,126,114,▼12,98,RIGHI Daniele,35,Lampre - ISD,,34:2034:20,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
126,127,115,▼12,26,FERRARI Roberto,28,Androni Giocattoli - Serramenti PVC Diquigiovanni,,34:2334:23,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
127,128,129,▲1,149,ŠTANGELJ Gorazd,38,Pro Team Astana,,34:2634:26,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
128,129,118,▼11,222,BOŽIČ Borut,30,Vacansoleil - DCM,,34:4834:48,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
129,130,120,▼10,186,PORTE Richie,26,Saxo Bank - Sungard,,34:5634:56,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
130,131,146,▲15,11,NOCENTINI Rinaldo,33,AG2R La Mondiale,,34:5734:57,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
131,132,133,▲1,12,BÉRARD Julien,23,AG2R La Mondiale,,35:0335:03,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
132,133,122,▼11,56,ARAMENDIA Javier,24,Euskaltel - Euskadi,,35:1135:11,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
133,134,123,▼11,5,MARZOLI Ruggero,35,Acqua & Sapone,,35:2535:25,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
134,135,150,▲15,182,DIDIER Laurent,26,Saxo Bank - Sungard,,35:3935:39,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
135,136,136,-,39,ZAHNER Simon,28,BMC Racing Team,,35:4835:48,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
136,137,125,▼12,195,DOWNING Russell,32,Sky Procycling,,36:0136:01,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
137,138,141,▲3,68,ARDILA Mauricio Alberto,31,Geox-TMC Transformers,,36:0436:04,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
138,139,130,▼9,95,HONDO Danilo,37,Lampre - ISD,,36:5436:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
139,140,131,▼9,66,KOZONTCHUK Dmitry,27,Geox-TMC Transformers,,37:0537:05,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
140,141,132,▼9,188,TOSATTO Matteo,36,Saxo Bank - Sungard,,37:1537:15,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
141,142,134,▼8,99,ŠPILAK Simon,24,Lampre - ISD,,37:3437:34,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
142,143,135,▼8,49,FRAPPORTI Marco,26,Colnago - CSF Inox,,37:3937:39,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
143,144,159,▲15,13,CHEREL Mikaël,25,AG2R La Mondiale,,37:5537:55,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
144,145,138,▼7,216,DEIGNAN Philip,27,RadioShack,,39:0739:07,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
145,146,139,▼7,55,CAZAUX Pierre,26,Euskaltel - Euskadi,,39:3139:31,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
146,147,140,▼7,83,BRUTT Pavel,29,Team Katusha,,40:0440:04,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
147,148,147,▼1,229,VEUCHELEN Frederik,32,Vacansoleil - DCM,,40:1140:11,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
148,149,142,▼7,24,DE MARCHI Alessandro,24,Androni Giocattoli - Serramenti PVC Diquigiovanni,,40:1440:14,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
149,150,143,▼7,43,MODOLO Sacha,23,Colnago - CSF Inox,,40:3040:30,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
150,151,153,▲2,136,KAISEN Olivier,28,Omega Pharma-Lotto,,40:3340:33,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
151,152,148,▼4,14,DESSEL Cyril,36,AG2R La Mondiale,,42:3942:39,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
152,153,160,▲7,52,SESMA Daniel,26,Euskaltel - Euskadi,,42:5242:52,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
153,154,151,▼3,185,KLOSTERGAARD Kasper,27,Saxo Bank - Sungard,,42:5342:53,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
154,155,152,▼3,219,SELANDER Bjorn,23,RadioShack,,42:5442:54,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
155,156,154,▼2,32,BEYER Chad,24,BMC Racing Team,,43:0243:02,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
156,157,162,▲5,18,KRIVTSOV Yuriy,32,AG2R La Mondiale,,43:1243:12,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
157,158,155,▼3,76,RABOŇ František,27,HTC - High Road,,43:1843:18,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
158,159,156,▼3,152,GIORDANI Leonardo,33,Farnese Vini-Neri-Sottoli,,43:4743:47,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
159,160,157,▼3,138,VEIKKANEN Jussi,30,Omega Pharma-Lotto,,44:2644:26,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
160,161,158,▼3,42,BELLETTI Manuel,25,Colnago - CSF Inox,,45:0245:02,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
161,162,165,▲3,115,DALL'ANTONIA Tiziano,27,Liquigas - Cannondale,,45:0345:03,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
162,163,161,▼2,114,MARANGONI Alan,26,Liquigas - Cannondale,,45:3845:38,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
163,164,163,▼1,164,REDA Francesco,28,Quickstep Cycling Team,,45:5045:50,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
164,165,164,▼1,7,NAPOLITANO Danilo,30,Acqua & Sapone,,45:5645:56,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
165,166,191,▲25,206,MEYER Cameron,23,Team Garmin - Cervélo,,47:2347:23,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
166,167,166,▼1,97,SPEZIALETTI Alessandro,36,Lampre - ISD,,47:3747:37,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
167,168,167,▼1,215,CARDOSO Manuel Antonio Leal,28,RadioShack,,47:4247:42,..,Giro_d_Italia,GC,13 May 2011,37.761 km/h,0,110 km,15
